raw,pg,chap_n
"closed to us. There’s nothing special about bats - it’s just that the differences between us and
them are rather extreme more than between us and other mammals.
      We are even limited in what we can conceive about human experience; I cannot begin to
imagine what it must be like to be blind from birth, and surely neither can a person who has
never seen contemplate what sight must be like. Helen Keller was born in Alabama in 1880; at
around 19 months old she contracted an illness, possibly scarlet fever or meningitis, that left
her deaf and blind. When she was 7 years old she started to learn to communicate through touch
with her teacher, Anne Sullivan (see Figure 1.2). What would the experience of Helen Keller
been like before that moment of contact? Even after that in what ways would her experience
be similar and dissimilar to ours? Keller’s story is remarkable: she lived until the age of 88,
and was the first deaf-blind person to obtain a degree in art.
Figure 1.1. A bat using sonar. What is it like to be a bat?
                               ft
Figure 1.2. Helen Keller with her teacher Anne Sullivan, in 1888.
D
THE HARD AND EASY PROBLEMS OF CONSCIOUSNESS
 ra   The Australian philosopher David Chalmers called the central problem of consciousness,
that of how the objective processes studied by science, particularly the physical structure of the
nervous system and brain, give rise to subjective experience, as the hard problem. The hard
problem is sometimes phrased in terms of the explanatory gap, which is the difference in our
ability to explain physical properties of the universe with physical laws and our inability to
explain mental properties. The hard problem is the problem we have in bridging this gap
between mechanistic laws and feelings and experiences.
      In contrast to the hard problem, the easy problems are everything else we want to know
about consciousness. They’re questions about psychological processes such as what’s the
difference between being awake and asleep and being in a coma, how vision and the other
senses work, how we plan for the future and control our behaviour, what are the processes that
control how we sleep and dream, what is attention, how we access memories, how we access
and report our internal states, how drugs affect us, how we decide to act and move, how brain
damage alters cognitive processing, what we can report about our own mental processes, and
many more. Note that these problems are only easy relative to the hard problem: in spite of a
hundred years or more of experimental psychology, our understanding of many of them is
patchy at best.
                                                  47
",47,1
"For philosophers such as Dennett (2014), once we have solved all the easy problems
(which he thinks aren’t that easy at all), the solutions to the “hard problem” will drop out - or
the hard problem will turn out not to be a problem at all. We just don’t understand the field or
the problems properly yet. A similar line is taken by Dehaene (2014), who argues that the
“easy” problems are in fact the hard ones, and our labelling of “easy” and “hard” changes as
our knowledge of the field evolves. A different line is taken by the philosopher Peter Hankins,
who also says that the easy problems are hard ones, but that the hard problem is in fact
impossible to solve (Hankins, 2015).
       If this book were about the hard problem alone it could be a very short book. We have
made enormous progress over recent years on the easy problems, but very little on the hard
problem, other perhaps than understanding it better. As we shall see, some people argue that
we can never, in principle, solve the hard problem. Others think we have as good as solved it,
or at least know the way to solve it, while others deny even that there is a hard problem. Others
just hope we will make progress one day.
                               ft
INTENTIONALITY: ARE WE ALWAYS CONSCIOUS OF
SOMETHING?
D     “Conscious” is an ambiguous word - in everyday conversation we can use it in different
ways. There’s consciousness in the sense of awareness that we’ve just been looking at. You
 ra
can be ‘conscious of the time” - meaning that you are aware of the time and that the clock is
ticking. We might also say something like “I’m conscious that you need money”. In this sense
of consciousness, we’re conscious of something.
      This point is an important one: consciousness when used this way is about or directed
towards something. In fact consciousness always seems to be directed towards something. We
are always aware of something. We are conscious of our thoughts, or sensations coming in
from the outside world, or of our body, and perhaps all of these at once. It seems impossible to
be completely empty headed. Even if you try to think of nothing, that nothing becomes the
something that consciousness is directed towards. The idea that consciousness is about
something is called intentionality. Although the idea is an old one, one of the earliest
philosophers to discuss intentionality at length was the German philosopher Franz Brentano
(1838 - 1917). Brentano was one of Sigmund Freud’s PhD supervisors, and his ideas influenced
early psychoanalysis. Brentano (1874) said that intentionality is one of the major characteristics
of thought and consciousness: they are always about something.
      There are limits on what we can be conscious of. You can’t be conscious of your
digestion. Occasionally you might hear an embarrassing rumble, or be aware of indigestion,
but these are side effects of digestion acting on the nervous system. But the processes of
digestion themselves are completely opaque to us. Getting closer to home, when we
                                                  48
",48,1
"accidentally stab ourselves with the rose thorn, we are conscious of the pain, but not of the
nerve cells that carry that pain, no matter how hard we might try.
      Consciousness is also unable to access many psychological processes. When you hear
someone say a sentence, you understand it (normally); but you can’t make yourself aware of
how you understood it. When you’re a skilled driver, or tennis player the processes involved
are automatic. Indeed focussing on skilled performance can cause problems: if a skilled tennis
player or golf player starts to focus consciously on their movements, performance can
deteriorate quite dramatically.
Try this
      Try be conscious of nothing at all. Empty your mind. Do you think it is possible to be
conscious without being conscious of anything? If you think it is, how do you know you’re not
thinking of anything?
TYPES OF CONSCIOUSNESS
                               ft
D     Psychologists and neuroscientists are justifiably proud of the progress they have made in
understanding the brain and behaviour and the relationship between them over the last century
or so, with the rate of progress accelerating over the last few decades. Many say that they’ve
 ra
made huge progress in understanding consciousness as well. But this chapter has examined
some of the fundamental problems of consciousness thrown up by researchers, and it should
come as no surprise that several people have distinguished between different types or aspects
of consciousness.
Phenomenal and access consciousness
      The American philosopher Ned Block (1995) distinguished between phenomenal
consciousness and access consciousness. Phenomenal consciousness is what we experience:
it’s what it’s like to be us. It’s the sensations of perception from the outside, and the experience
of wanting, thinking, and feeling from the inside. It’s what we’ve been talking about mostly in
this chapter, and for many understanding phenomenal consciousness is the central “hard
problem” to be addressed. Access consciousness is concerns language, thought, controlling
action, and reasoning. Access consciousness concerns what we talk and think about, and
importantly, it’s what we can report - so it’s our thoughts, feelings, and desires themselves
(rather than our experience of them) and the representations that are manipulated in cognition.
                                                   49
",49,1
"Block uses the abbreviations P-consciousness and A-consciousness. Most cognitive
psychology experiments are on A-consciousness, while the Try This thought experiments in
this chapter have mostly been about P-consciousness. A-consciousness is definable within a
computer programme, but P-consciousness is not.
      To what extent are P and A consciousness dissociable - that is, can we have one without
the other? Normally, Block says, P-consciousness and A-consciousness interact, but in
principle they could exist independently of each other. So Block believes that beings could
exist that would have A-consciousness but not P-consciousness: for example, we might build
a robot that does all the things we do but without phenomenal consciousness. On the other hand
many non-human animals may have P-consciousness but not A-consciousness; they have
experiences but the experiences are not involved in cognitive processing, so they have
experiences but not sense of them selves experiencing. What this statement means in practice,
and how we could tell for sure, are difficult to evaluate.
      Block’s division is controversial because P-consciousness is by definition non-
                              ft
computational - only A-consciousness can be manipulated symbolically. That is, it takes A-
consciousness to solve a math problem or write a sentence. Block (1995) made much use of
introspection: only events that are available to introspection, our ability to look into our own
minds, can be manipulated symbolically. Furthermore, if we accept this type of distinction, we
must also accept that sensations arise from non-computational mechanisms, an idea some
D
researchers find unpalatable (see the Block, 1995, target article for many peer critiques of his
ideas).
 ra
     Another problem with this distinction is that many people feel P-consciousness is all we
normally mean by consciousness; what Block calls access consciousness, while important for
psychology, isn’t really anything to do with consciousness.
Other types of consciousness
      Other researchers make similar types of distinction as Block’s between phenomenal and
access consciousness. The Nobel Prize winning American biologist Gerald Edelman
distinguished between primary consciousness, which is the awareness of the present arising
from the binding together of information from different senses and the integration of the senses
with recent memory, from secondary consciousness, which is awareness of our consciousness
and the ability to access our thoughts, plans, and memory. Secondary consciousness enables
us to manipulate our own thoughts and carry out abstract reasoning (Edelman, 2003).
      What all these attempts at categorisation show is that we are aware that we need to make
certain distinctions - between awareness and non-awareness, between awareness and
awareness that we are aware, between feeling and emotion, and between living merely in the
                                                 50
",50,1
"present, having a memory for the past, and a sense of the future. The lack of agreement in these
divisions shows that we do not know how best to carve up the space of consciousness and
awareness.
      Many people are interested only in core consciousness and P-consciousness, and wonder
why we need to be concerned with those peripheral psychological and neuroscience issues such
as attention, memory, and vision. For these people (like Chalmers) we should tackle the hard
problem head on, in as much as we can, because that’s the only important question in
consciousness research. On the other hand, for those like Dennett who believe that the hard
problem will only be solved by attacking the easier ones, these “peripheral” problems are the
key to everything else.
Degrees of consciousness
                              ft
       Consider whether you are conscious when you’re dreaming. We can have vivid visual,
auditory, and sometimes motor experiences. So, we’re conscious, but in a way that’s clearly
different from “normal” waking consciousness. We are though (usually) unable to reflect upon
these experiences; they may be very bizarre, but they don’t cause us to stop and think “hey,
D
this is weird, this shouldn’t be happening; am I dreaming?”. Our ability to influence our actions
in our dreams is very limited. What about when we’re asleep and not dreaming? Mostly we’re
say we’re unconscious, but even the being unconscious isn’t the same as not existing: if there’s
a loud noise in the room when you’re sleeping, you’ll most probably wake up.
 ra  What about a baby laughing away at some dangling toy? Infants don’t yet have language;
they don’t yet have many memories; they can’t move very far; their consciousness must be
very different from ours, yet most people would say that they’re conscious in some way.
      What about a chimpanzee, or your companion animal, or a bird in your yard? They all
seem to act as though they’re conscious in some way. Most people think that other primates
are conscious. Many animals can clearly seem to show distress and signs of being in pain. If
shown a series of photographs - a human, a picture of an early human, a chimpanzee, a dog, a
bird, a fish, a shrimp, a bacterium - and asked which you think is conscious, what wold you
say? Answers can vary a great deal, but mostly draw the line of consciousness somewhere
between a bird and a fish. We have no way of knowing (at the moment) what the answer is,
but clearly most people think that consciousness is not limited just to humans. And as we shall
see, people might be being tough on the fish (see Chapter 5).
      Clearly the consciousness of babies and dogs is different from adult human
consciousness, but does it make any sense to talk about degrees of consciousness? Am I more
conscious than a dog or a baby? The noted polymath Douglas Hofstadter (2007) clearly thinks
so; in his book I am a Strange Loop he presents a hierarchy of consciousness , in which he
                                                  51
",51,1
"talks about “more” and “less” consciousness. Are we more conscious when we’re wide awake
than when we’re dreaming? Hofstadter’s proposed hierarchy of consciousness is illustrated by
Figure 1.3. Note that there’s guesswork involved: maybe some birds are more conscious than
some dogs. Who knows? If we talk about “more conscious”, then we are presuming that
consciousness has some kind of size dimension that can be measured, and it is most unclear
what this dimension should be.
      Research on anaesthesia and people in comas and with different types of brain damage
also suggests that it makes sense to talk about consciousness as a graded phenomenon (see
chapter 10 for more on this). And what about when you’re waking up, particularly if you’re
confused as to when it is and where you are? We say “we’re not quite awake yet”, and that
could be taken more literally than we might have intended.
      Humans are not just aware of their surroundings, but are also self-aware in that we can
be aware of our own awareness - we can reflect on our consciousness. This ability is mostly
restricted to normal waking consciousness, because dreaming is usually characterised by a lack
                               ft
of self-awareness and an inability to stop and ask if we’re awake or asleep This apparently
infinite regress of being aware of being aware of being aware is an example of what is called
recursion - when something is defined or uses itself. Some researchers think that the ability to
think recursively is limited to humans and is essential for the ability to learn human language
(Corballis, 2014). If this idea is correct then it will be the case that only humans are capable of
D
self-awareness.
 ra
      Our consciousness can be changed from its normal waking state in various ways.
Dreaming is an obvious example, but the most dramatic changes occur after taking mind-
altering drugs. The effects of such drugs can be mild, depending on the drug and dose, or
extremely dramatic, as with hallucinogenic drugs such as LSD. How do drugs alter the mind,
and how do their chemical effects lead to changes in perception, cognition, and particularly our
consciousness? How is the biology of drugs related to our phenomenology?
     There are though many other ways in which consciousness can be altered. Meditation,
mindfulness, and hypnosis are all techniques deliberately employed to change our normal
waking state. What changes are involved, and how does the brain change in parallel? Profound
mystical or religious experience also involve a change in consciousness. Sensory deprivation
can be used both as a means to relax and as a method of torture.
      Death is the final alteration of consciousness. Is that right - is death like a switch, which
when pressed just leads to the permanent extinction of consciousness? How do we define death,
and is it a sudden or gradual process? Some people who are close to death but then survive
report near death experiences, typically involving feeling peaceful, even joyful, and often
travelling down a tunnel of light. What accounts for such unusual experiences? Are these
people really going to heaven and coming back, as some of them think?
                                                   52
",52,1
"It’s clear that our “normal” waking state of consciousness is not the only type of
consciousness. What accounts for the phenomenology of these states - what we feel and
experience - and how are the changes in state related to changes in the nervous system?
Figure 1.3. Hofstadter’s “consciousness cone”. (From D. Hofstadter (2007), I am a
Strange Loop, New York, Basic Books, p. 19.)
THE PROBLEMS OF CONSCIOUSNESS
      From the preceding discussion it seems that the problem of consciousness is really several
related problems. The following summary of eleven problems for consciousness researchers
amplifies and extends our discussion above, introducing some key terms and ideas. The
                              ft
remainder of the book shows our current state of knowledge about each of them.
     1. The “hard problem”. Why does it feel like something to be me? Why do sensations
  appear to us as they are? Why do we have phenomenal experiences at all? When most people
  think about consciousness, they have the hard problem in mind.
D    2. The “temporal problem”. Why do I have the illusion of choosing to act when my brain
  has made that decision for me some time ago? The brain activity associated with
  consciousness appear too late for consciousness to be involved in perceptual processing and
 ra
  motor action.
      3. The “free will problem”. How and why do I have the illusion of choice and control if
  all my actions are determined?
     4. The “why? problem”: We are only certain that humans are self-aware and conscious,
  although it is likely that some other animals are conscious to some degree. It is however
  likely that many animals get by perfectly well without self-awareness. So why this additional
  complexity? Why are animals conscious but not beaches of sand or galaxies of stars even
  though they contain huge numbers of grains of sand and stars? Why is my laptop not
  conscious (I think)? Why is a horse more conscious than a fly (probably)?
     5. The “self problem”. Who is this “I” who thinks they have a choice? Who is
  experiencing my experiences?
     6. The “unconscious problem”. Why are some things conscious, and others unconscious?
  What additional things does consciousness give us? Virtually all processing is unconscious,
  so why do a very few things become conscious - particularly if it is too late to affect
  anything?
                                                 53
",53,1
"7. The “cognitive problem”. Does something as complicated as an intact adult human
  have to be conscious? What is it about our cognitive machinery that gives rise to
  consciousness? Where does consciousness fit into cognitive processing?
     8. The “binding problem”. How do different sensations get bound together so that we
  perceive one thing with all the associated emotions? Why when I see a tiger do I see the
  orange and black stripes moving with each other and see the shape of the tiger distinct from
  the background? Why when I hear the tiger’s roar does it seem to come from the tiger? And
  why does that object alone in the environment promote feelings of fear and awe? Binding is
  both within modality (so that we recognise one object with everything in the right place) and
  across modalities (the roar goes with the sight of the tiger).
     9. The “neural correlates problem”. How does the brain give rise to consciousness? Are
  there particular brain structures we can identify that are active when we engage in certain
  sorts of processing? How does brain damage affect consciousness? Why does the cerebral
  cortex appear to give rise to consciousness, but not the cerebellum, even though it contains
                              ft
  more neurons and is just as richly interconnected?
      10. The “altered state” problem: What do we mean by a “normal” state of
  consciousness? What causes an alteration in our state of consciousness? How do changes in
  neurotransmitters in the brain lead to changes in the phenomenology of consciousness? What
D is altered in an altered state of consciousness?
  complete account of consciousness?
 ra
    11. The “science problem”: Is it even going to be possible for science to provide a
      In this chapter we’ve examined what consciousness is, and hopefully you now also have
some idea of why consciousness is more mysterious than it might first seem. There are many
questions in this chapter, and if you’re expecting definitive answers to all of them by the end
of the book, you might be disappointed.
                                                 54
",54,1
"CHAPTER SUMMARY
     • Consciousness concerns our awareness and self-awareness.
     • We study consciousness because it is the study of what it means to be us, and pushes
 the limits of our understanding of science.
     • Consciousness is a unifying topic in psychology and philosophy.
     • Consciousness is linked to the question of whether we possess free will.
     • Consciousness involves the study of spirituality and higher states of consciousness.
    • Consciousness can be altered through the use of drugs and psychological techniques
 such as meditation.
                            ft
    • We can study consciousness by introspection, observing our own thoughts, but this
 method is limited and unreliable.
     • We can study conscious by carrying out experimental studies where we study the
 effects of manipulations on variables we think are associated with consciousness.
D   • We can study philosophical considerations in consciousness with thought
 experiments.
 ra • We can attempt to construct robots and computer models of consciousness, and
 analyse the features necessary for a machine to perhaps acquire consciousness.
     • There are many definitions of consciousness, but awareness and self-awareness are
 central concepts. It is difficult to provide a definition that does not involve some degree of
 circularity.
     • Consciousness is private - no one else knows what we are thinking just now, and
 indeed we cannot describe to another person exactly what we are thinking.
     • The “hard problem”, as posed by Chalmers, can be phrased in several different ways,
 but all reduce to trying to explain how subjective experience arises from the physical
 structure of the brain
    • We cannot really imagine what it is like to be another person or another type of animal.
     • Consciousness is always about something.
    • Different people appear to have different things in mind when they talk about
 consciousness, and sometimes even the same person uses the word differently at different
 times.
                                                55
",55,1
"• Researchers have distinguished several types of consciousness, but they all reflect a
distinction between core consciousness and psychological mechanisms that appear to rely
on or make use of consciousness in some way, such as attention, memory, and perceptual
processing.
   • Core consciousness is the self-awareness that a person experiences in the moment,
    • Block distinguished between phenomenal consciousness, which concerns sensation
and phenomenal experience, from access consciousness, which concerns self-report and the
ability to manipulate ideas.
    • Our state of consciousness changes when we sleep, or if we take certain types of “mind
altering drugs”, as well as in other ways.
    • The degree of consciousness differs between organisms.
    • We can identify eleven specific problems concerning consciousness: the hard
problem, the temporal problem, the free will problem, the why problem, the self problem,
                           ft
the cognitive problem, the binding problem, the unconscious problem, the neural correlates
problem, the altered state problem, and the science problem.
Dra
                                              56
",56,1
"RECOMMENDED RESOURCES
     General introductions to consciousness
     Blackmore (2017). Consciousness: A Very short introduction (second edition). Oxford:
Oxford University Press.
     Blackmore, (2005). Conversations on consciousness. Oxford: Oxford University Press.
     Critchlow, H. (2018). Consciousness. London: Ladybird Books.
     Parks, T. (2018). Out of my head: On the trail of consciousness. London: Harvill Secker
     Comprehensive handbooks on consciousness
                            ft
     Bayne, Cleeremans, & Wilken (2009). Oxford Companion to Consciousness. Oxford:
Oxford University Press.
     Schneider & Velman (2017). The Blackwell Companion to Consciousness. Oxford:
D
Blackwell.
    Zelazo, Moscovitch, & Thompson (2007). The Cambridge Handbook of Consciousness.
Cambridge: Cambridge University Press.
 ra  Why study consciousness?
     Keller, H. (1903). The story of my life. Mineola, NY: Dover Press. (New edition 2012.).
                                               57
",57,1
"REVIEW QUESTIONS
    1. How would you define consciousness?
    2. What is it that distinguishes consciousness from the rest of psychology so that we
  might wonder whether we could ever have a scientific account of it?
      3. Evaluate the different methods used to study consciousness. Which is most likely
  to lead to significant progress over the next five years?
     4. What are the hard and easy problems of consciousness, and how easy are the easy
  problems?
    5. Does it make sense to talk about different organisms differing in the quality and
  quantity of their consciousness?
    6. Is it possible to study consciousness scientifically if we are not sure what it is?
                          ft
Dra
                                              58
",58,1
